Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight
Machine Learning for Future Wireless Communications,Fa-Long Luo,2990.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1195/9781119562252.jpg,,496.0,Hardback,2020-02-13,Wiley,English,1119562252,9781119562252,Hoboken,United States,184.0,255.0,32.0,1096.0
Fundamentals of Pattern Recognition and Machine Learning,Ulisses Braga-Neto,2260.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030276553.jpg,,357.0,Hardback,2020-11-01,Springer,English,3030276554,9783030276553,Cham,Switzerland,178.0,254.0,22.35,903.0
Machine Learning Methods in the Environmental Sciences : Neural Networks and Kernels,William W. Hsieh,2546.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5217/9780521791922.jpg,4.0,364.0,Hardback,2018-06-05,CAMBRIDGE UNIVERSITY PRESS,English,0521791928,9780521791922,Cambridge,United Kingdom,180.0,253.0,20.0,860.0
Introduction to Artificial Intelligence and Machine Learning : A Hands-on Approach Using Python,"K. Meena, P. Dhanith, B. Surendiran, S. Balamurugan",4400.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1197/9781119750444.jpg,,300.0,Hardback,2021-07-19,Wiley,English,111975044X,9781119750444,New York,United States,,,,
Machine Learning for Big Data Analysis,"Siddhartha Bhattacharyya, Hrishikesh Bhaumik, Anirban Mukherjee, Sourav De",3363.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/1105/9783110550320.jpg,,193.0,Hardback,2019-02-01,De Gruyter,English,3110550326,9783110550320,Berlin,Germany,170.0,240.0,12.7,510.0
Machine Learning in Medicine - A Complete Overview,"Ton J. Cleophas, Aeilko H. Zwinderman",2688.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0303/9783030339692.jpg,,667.0,Hardback,2020-03-04,Springer,English,3030339696,9783030339692,Cham,Switzerland,155.0,235.0,38.1,1208.0
Introduction to Machine Learning with Applications in Information Security,Mark Stamp,1913.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1386/9781138626782.jpg,3.5,346.0,Hardback,2017-09-26,Taylor & Francis,English,1138626783,9781138626782,London,United Kingdom,156.0,235.0,22.86,658.0
First-order and Stochastic Optimization Methods for Machine Learning,Guanghui Lan,3182.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0303/9783030395674.jpg,,582.0,Hardback,2020-05-16,Springer,English,3030395677,9783030395674,Cham,Switzerland,155.0,235.0,33.27,1051.0
Feature Engineering for Machine Learning and Data Analytics,"Guozhu Dong, Huan Liu",2894.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1387/9781138744387.jpg,5.0,400.0,Hardback,2018-04-10,Taylor & Francis,English,1138744387,9781138744387,London,United Kingdom,156.0,235.0,27.94,771.0
Unsupervised Process Monitoring and Fault Diagnosis with Machine Learning Methods,"Chris Aldrich, Lidia Auret",4767.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4471/9781447151845.jpg,3.67,374.0,Hardback,2013-07-31,Springer,English,1447151844,9781447151845,England,United Kingdom,155.0,235.0,25.4,7872.0
"Machine Learning : The Most Complete Guide for Beginners to Mastering Deep Learning, Artificial Intelligence and Data Science with Python. This Book Includes: Python Machine Learning and Data Science.",Andrew Park,992.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9141/9781914167058.jpg,,250.0,Hardback,2020-11-14,Independently Published,English,1914167058,9781914167058,,,152.0,229.0,16.0,503.0
"Machine Learning : The Ultimate Guide to Machine Learning, Neural Networks and Deep Learning for Beginners Who Want to Understand Applications, Artificial Intelligence, Data Mining, Big Data and More",Herbert Jones,923.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6474/9781647483197.jpg,,182.0,Hardback,2020-01-10,Bravex Publications,English,1647483190,9781647483197,,,203.0,254.0,11.0,612.0
"Machine Learning : The Ultimate Beginners Guide to Learn Machine Learning, Artificial Intelligence & Neural Networks Step-By-Step",Mark Reed,666.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6477/9781647710965.jpg,,182.0,Hardback,2020-04-05,Publishing Factory LLC,English,1647710960,9781647710965,,,127.0,203.0,11.0,308.0
"Machine Learning : An Essential Guide to Machine Learning for Beginners Who Want to Understand Applications, Artificial Intelligence, Data Mining, Big Data and More",Herbert Jones,501.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6474/9781647484385.jpg,3.5,78.0,Hardback,2020-02-11,Bravex Publications,English,1647484383,9781647484385,,,152.0,229.0,6.0,277.0
Machine Learning : 4 Books in 1: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide to Build Intelligent Systems Using Python Libraries,Ethem Mining,1174.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914028298.jpg,4.36,496.0,Hardback,2020-10-25,Everooks Ltd,English,1914028295,9781914028298,,,152.0,229.0,27.0,826.0
"Machine Learning : Jump on the Way to the Future, Discover Artificial Intelligence and Data Science. Maximize your Business in the Modern World Mastering Deep Learning, Python and Algorithms",Dan Phillips,961.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914089176.jpg,,226.0,Hardback,2020-10-26,Double M International Ltd,English,1914089170,9781914089176,,,152.0,229.0,14.0,472.0
"Machine Learning : Concepts, Methodologies, Tools and Applications",Information Resources Management Association,42667.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6096/9781609608187.jpg,3.6,1832.0,Hardback,2011-10-30,IGI Global,English,1609608186,9781609608187,Hershey,United States,,,,
Machine Learning : Algorithms and Applications,"Mohssen Mohammed, Muhammad Badruddin Khan, Eihab Bashier Mohammed Bashier",2580.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4987/9781498705387.jpg,3.0,204.0,Hardback,2016-07-26,Taylor & Francis,English,1498705383,9781498705387,Portland,United States,156.0,235.0,22.86,454.0
Machine Learning,"Zhi-Hua Zhou, Shaowu Liu",2137.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811519666.jpg,,524.0,Hardback,2021-03-21,Springer,English,9811519668,9789811519666,Singapore,Singapore,,,,
Machine Learning : Hacking Tools for Computer + Hacking With Kali Linux + Python Programming- The ultimate beginners guide to improve your knowledge of programming and data science,Adam Bash,1171.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801545891.jpg,,522.0,Hardback,2020-12-20,Giovanni Iannelli,English,1801545898,9781801545891,,,,,,
"Numerical Algorithms : Methods for Computer Vision, Machine Learning, and Graphics",Justin Solomon,2736.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4822/9781482251883.jpg,4.5,400.0,Hardback,2015-07-17,Apple Academic Press Inc.,English,1482251884,9781482251883,Oakville,Canada,178.0,254.0,27.94,885.0
Machine Learning Paradigms : Applications of Learning and Analytics in Intelligent Systems,"George A. Tsihrintzis, Maria Virvou, Evangelos Sakkopoulos, Lakhmi C. Jain",3449.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030156275.jpg,,548.0,Hardback,2019-07-15,Springer,English,3030156273,9783030156275,Cham,Switzerland,155.0,235.0,31.75,1010.0
Machine Learning Paradigms : Advances in Deep Learning-based Technological Applications,"George A. Tsihrintzis, Lakhmi C. Jain",4416.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0304/9783030497231.jpg,,430.0,Hardback,2020-07-24,Springer,English,3030497232,9783030497231,Cham,Switzerland,155.0,235.0,25.4,828.0
Machine Learning for Beginners : An Introduction to Artificial Intelligence and Machine Learning,John Slavio,689.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9223/9781922301307.jpg,,74.0,Hardback,2019-07-19,John Slavio,English,1922301302,9781922301307,,,148.0,210.0,6.0,240.0
Python Machine Learning : A Complete Guide for Beginners on Machine Learning and Deep Learning with Python,Andrew Park,822.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9141/9781914167034.jpg,,130.0,Hardback,2020-11-13,Independently Published,English,1914167031,9781914167034,,,152.0,229.0,10.0,345.0
"Python Machine Learning for Beginners : Data Science and Machine Learning with Python.Technology, Principles, and Applications.",Peter Treu,776.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8014/9781801449816.jpg,,138.0,Hardback,2020-12-06,Charlie Creative Lab,English,1801449813,9781801449816,,,152.0,229.0,11.0,376.0
"Machine Learning for Beginners : The Beginner's Guide to Understand Artificial Intelligence, Business Applications, and Machine Learning for Business: Includes Deep Learning and Data Science for Business",Oliver Tensor,729.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9142/9781914284083.jpg,,162.0,Hardback,2020-12-24,Smart Online Ltd,English,1914284089,9781914284083,,,,,,
"Machine Learning in Python : Hands on Machine Learning with Python Tools, Concepts and Techniques",Bob Mather,1041.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9223/9781922300836.jpg,,126.0,Hardback,2019-07-15,Bob Mather,English,1922300837,9781922300836,,,148.0,210.0,10.0,304.0
"Python Machine Learning : A Practical Beginner's Guide for Understanding Machine Learning, Deep Learning and Neural Networks with Python, Scikit-Learn, Tensorflow and Keras",Brandon Railey,542.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9033/9783903331723.jpg,,292.0,Hardback,2019-11-18,Data Science,English,3903331724,9783903331723,,,127.0,203.0,21.0,445.0
"Python Machine Learning For Beginners : Handbook For Machine Learning, Deep Learning And Neural Networks Using Python, Scikit-Learn And TensorFlow",Finn Sanders,838.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9033/9783903331709.jpg,,218.0,Hardback,2019-11-15,Data Science,English,3903331708,9783903331709,,,127.0,203.0,16.0,363.0
"Machine Learning for Beginners : The Beginner's Guide to Understand Artificial Intelligence, Business Applications, and Machine Learning for Business: Includes Deep Learning and Data Science for Business",Oliver Tensor,713.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914067129.jpg,,162.0,Hardback,2020-10-17,Smart Creative Publishing,English,1914067126,9781914067129,,,152.0,229.0,11.0,386.0
Machine Learning in Finance : Use Machine Learning Techniques for Day Trading and Value Trading in the Stock Market,Bob Mather,696.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9223/9781922300966.jpg,,94.0,Hardback,2019-07-15,Bob Mather,English,1922300969,9781922300966,,,148.0,210.0,6.0,263.0
"Machine Learning For Beginners : An Introduction for Beginners, Why Machine Learning Matters Today and How Machine Learning Networks, Algorithms, Concepts and Neural Networks Really Work",Steven Cooper,716.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9033/9783903331563.jpg,,182.0,Hardback,2019-11-11,Data Science,English,3903331562,9783903331563,,,127.0,203.0,14.0,327.0
"Python Machine Learning : The ways of Artificial Intelligence. The python machine learning for beginners: programming, data science, and data analysis. Language adapted for newbies",Mark Wilson,819.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801188968.jpg,,152.0,Hardback,2020-11-14,Charlie Creative Lab,English,1801188963,9781801188968,,,152.0,229.0,10.0,372.0
Machine Learning Paradigms : Advances in Learning Analytics,"Maria Virvou, Efthimios Alepis, George A. Tsihrintzis, Lakhmi C. Jain",3413.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030137427.jpg,,223.0,Hardback,2019-05-26,Springer,English,3030137422,9783030137427,Cham,Switzerland,155.0,235.0,14.22,530.0
"Machine Learning Foundations : Supervised, Unsupervised, and Advanced Learning",Taeho Jo,4526.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030658991.jpg,,380.0,Hardback,2021-02-17,Springer,English,3030658996,9783030658991,Cham,Switzerland,,,,
Machine Learning for the Quantified Self : On the Art of Learning from Sensory Data,"Mark Hoogendoorn, Burkhardt Funk",4392.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319663074.jpg,,231.0,Hardback,2017-11-20,Springer,English,3319663070,9783319663074,Cham,Switzerland,155.0,235.0,16.0,633.0
Machine Learning with Health Care Perspective : Machine Learning and Healthcare,"Vishal Jain, Jyotir Moy Chatterjee",3125.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0304/9783030408497.jpg,,415.0,Hardback,2020-03-10,Springer,English,3030408493,9783030408497,Cham,Switzerland,155.0,235.0,23.88,805.0
"Machine Learning for Beginners : Step-by-Step Guide to Machine Learning, a Beginners Approach to Artificial Intelligence, Big Data, Basic Python Algorithms, and Techniques for Business (Practical Examples)",Oscar Scratch,861.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801115018.jpg,,198.0,Hardback,2020-10-14,Charlie Creative Lab.,English,180111501X,9781801115018,,,152.0,229.0,13.0,435.0
"Machine Learning in Chemistry : Data-Driven Algorithms, Learning Systems, and Predictions","Edward O. Pyzer-Knapp, Teodoro Laino",3817.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8412/9780841235052.jpg,,140.0,Hardback,2020-11-19,Oxford University Press Inc,English,0841235058,9780841235052,New York,United States,183.0,262.0,15.0,518.0
Python Machine Learning : the complete beginner's guide to deep learning with python. Learn to use scikit-learn and pandas.,Willard D Sanders,743.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801131247.jpg,,100.0,Hardback,2020-10-19,Charlie Creative Lab,English,1801131244,9781801131247,,,152.0,229.0,8.0,304.0
A Concise Introduction to Machine Learning,A.C. Faul,3915.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8153/9780815384205.jpg,,314.0,Hardback,2019-08-07,Taylor & Francis,English,0815384203,9780815384205,Bosa Roca,United States,156.0,235.0,22.86,776.0
"Learn Machine Learning for Finance : The comprehensive quickstart guide to build 6-figures passive income with stock and day trading. Master as a pro Python, Scikit, TensorFlow and Keras in 7 days",Jason Test,1012.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9186/9789918608140.jpg,,284.0,Hardback,2020-12-07,Independently Published,English,9918608145,9789918608140,,,152.0,229.0,18.0,549.0
"PYTHON MACHINE LEARNING : The Ultimate Basic Guide For Beginners To Learn How To Design Types Of Automatic Production With Classification Algorithms, Create A Data Pipelines With Unsupervised Learning",Oliver R. Simpson,643.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801547215.jpg,,146.0,Hardback,2020-12-30,Sbram Ltd,English,1801547211,9781801547215,,,157.0,235.0,12.0,375.0
Machine Learning with Python : A Step by Step Guide for Absolute Beginners to Program Artificial Intelligence with Python. Neural Networks and Data Science from Pre-Processing to Deep Learning,Mark Coding,678.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801158367.jpg,,134.0,Hardback,2020-11-27,Charlie Creative Lab,English,1801158363,9781801158367,,,152.0,229.0,10.0,349.0
Adversarial Machine Learning,"Yevgeniy Vorobeychik, Murat Kantarcioglu, Ronald Brachman, Peter Stone, Francesca Rossi",2467.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6817/9781681733975.jpg,,169.0,Hardback,2018-08-30,Morgan & Claypool Publishers,English,1681733978,9781681733975,San Rafael,United States,190.0,235.0,11.18,512.56
Lifelong Machine Learning,"Zhiyuan Chen, Bing Liu",2749.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6817/9781681733043.jpg,,207.0,Hardback,2018-08-30,Morgan & Claypool Publishers,English,1681733048,9781681733043,San Rafael,United States,152.0,229.0,12.7,576.06
"Machine Learning with Python : Learn the art of Programming with a complete crash course for beginners. Strategies to Master Data Science, Numpy, Keras, Pandas and Arduino like a Pro in 7 days",Jason Test,883.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9189/9789918951413.jpg,,250.0,Hardback,2020-11-06,Libero Fabio Dachille,English,9918951419,9789918951413,,,152.0,229.0,16.0,503.0
An Introduction to Statistical Learning : with Applications in R,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani",2263.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0716/9781071614174.jpg,,,Hardback,2021-06-03,Springer,English,1071614177,9781071614174,"New York, NY",United States,,,,
Machine Learning for Algorithmic Trading : Master as a PRO applied artificial intelligence and Python for predict systematic strategies for options and stocks. Learn data-driven finance using keras,"Jason Test, Mark Broker",846.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9186/9789918608003.jpg,,424.0,Hardback,2020-11-20,Independently Published,English,9918608005,9789918608003,,,152.0,229.0,24.0,735.0
Machine Learning in Medicine,"Ton J. Cleophas, Aeilko H. Zwinderman",3212.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/4007/9789400758230.jpg,3.33,265.0,Hardback,2013-03-01,Springer,English,9400758235,9789400758230,Dordrecht,Netherlands,155.0,235.0,17.53,5502.0
Machine Learning in Image Steganalysis,Hans Georg Schaathun,2885.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4706/9780470663059.jpg,3.0,296.0,Hardback,2012-10-12,Wiley,English,0470663057,9780470663059,New York,United States,180.0,256.0,19.0,596.0
Machine Learning for Healthcare Technologies,David A. Clifton,3479.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8491/9781849199780.jpg,,320.0,Hardback,2016-11-19,Institution of Engineering and Technology,English,1849199787,9781849199780,Stevenage,United Kingdom,156.0,234.0,20.32,589.67
Machine Learning Paradigms : Advances in Data Analytics,"George A. Tsihrintzis, Dionisios N. Sotiropoulos, Lakhmi C. Jain",4772.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319940298.jpg,,370.0,Hardback,2018-07-12,Springer,English,3319940295,9783319940298,Cham,Switzerland,155.0,235.0,22.35,746.0
Big Data and Machine Learning,Brett S. Martin,787.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5995/9781599539386.jpg,3.0,48.0,Hardback,2018-07-01,Norwood House Press,English,1599539381,9781599539386,"Chicago, IL",United States,180.0,230.0,7.62,280.0
